Sport,Match Date,Home Team,Away Team,Home Score,Away Score,Status,Game ID
NCAAB,20250315,Memphis Tigers,Tulane Green Wave,78,77,Completed,16502a7d0d9e74f87a5e267e60d778c5
NCAAB,20250315,George Mason Patriots,Saint Joseph's Hawks,74,64,Completed,1513f500f994f69b82cd2f98f84e2f76
NCAAB,20250315,Maryland Terrapins,Michigan Wolverines,80,81,Completed,073782fe376aadcc6dd5ce4f4f5ffc2b
NCAAB,20250315,Iona Gaels,Mt. St. Mary's Mountaineers,49,63,Completed,59fa74ea7c89b888aa798df4a573cffc
NCAAB,20250315,Akron Zips,Miami (OH) RedHawks,76,74,Completed,572bc15aa286d410ac222254552f745b
NCAAB,20250315,Jackson St Tigers,Alabama St Hornets,,,Unknown,6cb05a35844e9b55415cbe7f46a52149
NCAAB,20250315,Liberty Flames,Jacksonville St Gamecocks,79,67,Completed,f7ac55d71378e96c643419fa552b7d41
NHL,20250315,Buffalo Sabres,Vegas Golden Knights,4,3,Completed,67fa928c85245fe3d6cf29ceb5007d13
NHL,20250315,Pittsburgh Penguins,New Jersey Devils,7,3,Completed,d7a8b8313f55aa411a471e6219307674
NHL,20250315,San Jose Sharks,Washington Capitals,1,5,Completed,5e1fc7bcc8329c06e7e40a4e30844bbf
NHL,20250315,Boston Bruins,Tampa Bay Lightning,2,6,Completed,24dd11ca3d198dc80ad50e981e42cd5d
NHL,20250315,Philadelphia Flyers,Carolina Hurricanes,0,5,Completed,64f3bbbd46769ec25928e9baaf361648
NHL,20250315,Columbus Blue Jackets,New York Rangers,0,4,Completed,36b317884339cf6bb2834d47190b41a1
NHL,20250315,Montréal Canadiens,Florida Panthers,3,1,Completed,844354f577926a27be1003fccac7cc5f
NHL,20250315,Toronto Maple Leafs,Ottawa Senators,2,4,Completed,afd5a3bfa38d60e732ccacf5861ae8be
NHL,20250315,Minnesota Wild,St Louis Blues,1,5,Completed,3533cffb627ab861935752ab1b778047
NHL,20250315,Los Angeles Kings,Nashville Predators,1,0,Completed,17067a41314a6c4193b0d8d180af833d
NHL,20250315,Vancouver Canucks,Chicago Blackhawks,,,Unknown,9765c449deeb6c38ead61e0471c9f39c
SHL,20250315,Växjö Lakers,Örebro HK,,,Unknown,7bfa154cddd8214771228989c9b74bc3
NRL,20250315,St George Illawarra Dragons,South Sydney Rabbitohs,24,25,Completed,1c4d42a027c40d4ecf1b7e0ab6cdd475
NRL,20250315,North Queensland Cowboys,Cronulla Sutherland Sharks,12,36,Completed,931dae8cc4ef2f459e70c246e34c998a
NRL,20250315,Canberra Raiders,Brisbane Broncos,32,22,Completed,7e8889cd506b0e235daa8497553f5cae
Primera División - Argentina,20250315,Deportivo Riestra,River Plate,0,0,Completed,170e9151fd3d582a9df74287686d9b2c
Primera División - Argentina,20250315,Estudiantes,Newells Old Boys,1,1,Completed,e6ae7acc3c6857eedb3cbbac8924e9cf
Primera División - Argentina,20250315,Rosario Central,Gimnasia La Plata,2,1,Completed,a7588569f6e127a0e939ab228c9bab57
Primera División - Argentina,20250315,Atlético Huracán,Independiente Rivadavia,2,0,Completed,2340a96efb0492e77ff561f98fdcccd4
Primera División - Argentina,20250315,Sarmiento de Junin,Talleres,0,0,Completed,5c5b5e3a2a84ffffbc720cd8bad13530
A-League,20250315,Western Sydney Wanderers,Melbourne Victory,4,2,Completed,30c5aa0f2b28edcfda64e65837d41848
A-League,20250315,Perth Glory,Brisbane Roar,1,3,Completed,7c2bf373461961a26ea3d3e0c601f97c
Belgium First Div,20250315,Genk,Union Saint-Gilloise,2,1,Completed,f7bc12e05c05c2c50a10025fe9b7110d
Championship,20250315,Millwall,Stoke City,1,0,Completed,4fd59a16c345eb1055c277e488040807
Championship,20250315,Queens Park Rangers,Leeds United,2,2,Completed,639db4f0922d0f082a3043bb9b1a01c0
Championship,20250315,Blackburn Rovers,Cardiff City,1,2,Completed,11e63439771bd9e7665aabfeaf9d6e1f
Championship,20250315,Swansea City,Burnley,0,2,Completed,16fd7f24ae9a1a265b4a5585c9820cfe
Championship,20250315,Coventry City,Sunderland,3,0,Completed,e10b46e57e362a9edf318198d227d41b
Championship,20250315,Plymouth Argyle,Derby County,2,3,Completed,a6ebc1d24cc951054968bb6be4db2158
Championship,20250315,West Bromwich Albion,Hull City,1,1,Completed,a191579358e63394837c3c8ff4252626
Championship,20250315,Luton,Middlesbrough,0,0,Completed,6df063f89cad71567c472e295d7fc25c
Championship,20250315,Oxford United,Watford,1,0,Completed,33915158827c20a58017a96706033b16
Championship,20250315,Preston North End,Portsmouth,2,1,Completed,15b7dbe099ca9d2274e17afe3e3b171d
League 1,20250315,Bolton Wanderers,Stockport County FC,0,1,Completed,a6d02645131e05aa79924d9152f26300
League 1,20250315,Cambridge United,Peterborough United,0,1,Completed,e30d7348ded4e5b519a5d78e5e0fbd9f
League 1,20250315,Northampton Town,Birmingham City,1,1,Completed,d6b4abf0579bbfbafb1ee287fee3a4c7
League 1,20250315,Huddersfield Town,Crawley Town,5,1,Completed,e84e7d2ccd1d242f36a7bc3aeba10ee9
League 1,20250315,Mansfield Town,Barnsley,2,1,Completed,e2d632d315510e1aeafdd64747c1ebbb
League 1,20250315,Blackpool,Leyton Orient,1,2,Completed,4c24eaea664cda18ebb758f6fee2eb47
League 1,20250315,Lincoln City,Bristol Rovers,5,0,Completed,504a7166ca125b001f217d2611b3f98b
League 1,20250315,Shrewsbury Town,Burton Albion,0,2,Completed,8adde01e42e2d2cedbd9750d672cdea7
League 1,20250315,Charlton Athletic,Wigan Athletic,2,1,Completed,d705c236578b709109e684e286de8a10
League 1,20250315,Rotherham United,Exeter City,1,1,Completed,5d93161a1c2100de639deef14a1a13fb
League 1,20250315,Reading,Stevenage,1,1,Completed,ec10b26bbf2f2c70641005f7ab882745
League 1,20250315,Wycombe Wanderers,Wrexham AFC,0,1,Completed,be8544f8e225971faf51be5e96406b35
League 2,20250315,Swindon Town,Cheltenham Town,3,3,Completed,a9b2273270daa43210f7ae2238fe1509
League 2,20250315,Crewe Alexandra,Doncaster Rovers,1,1,Completed,4b624f75a88a4fbf149d1ebdb550b696
League 2,20250315,Grimsby Town,Salford City,0,1,Completed,2c57d657d87e1b9ef39d74bb464722fc
League 2,20250315,Accrington Stanley,Gillingham,1,1,Completed,88b36ac7ff615b44aa01427772e90ace
League 2,20250315,Morecambe,Barrow,2,2,Completed,ae1d5300f226297fba947f5d56be7db7
League 2,20250315,Bradford City,Tranmere Rovers,0,1,Completed,8ea8d29bf8f710a6150c90d77aa50feb
League 2,20250315,Carlisle United,Wimbledon,1,2,Completed,db2223ded7e82949ceb98b7b02b8ff20
League 2,20250315,Notts County,Chesterfield FC,1,2,Completed,f5daae9d84aaec75b4a0aae6a168b052
League 2,20250315,Colchester United,Fleetwood Town,3,0,Completed,f1c73f9909d94d71eb38968623779261
League 2,20250315,Newport County,Harrogate Town,3,0,Completed,f99b4e25c8580ac7ea14bc0e2ae9d512
League 2,20250315,Port Vale,Milton Keynes Dons,3,0,Completed,033c67676ddad43b315829c812cab8a2
EPL,20250315,Manchester City,Brighton and Hove Albion,2,2,Completed,5ea4d4399f71ce7c1aae2adfd5405bf6
EPL,20250315,Everton,West Ham United,1,1,Completed,328e1a3488f74bf694b7660a4dc0174a
EPL,20250315,Ipswich Town,Nottingham Forest,2,4,Completed,78012d25c524b145d002d02c26d105d5
EPL,20250315,Southampton,Wolverhampton Wanderers,1,2,Completed,9326a5cfebfb2f44eb932e1ad9686f2c
EPL,20250315,Bournemouth,Brentford,1,2,Completed,8e851d7fd1cf737a2f8f58d4482c16b2
Ligue 1 - France,20250315,Nantes,Lille,1,0,Completed,23860a2ae8861bf757d11311829e7338
Ligue 1 - France,20250315,Angers,AS Monaco,0,2,Completed,b97ba1c169985ba2f8043d67457868e2
Ligue 1 - France,20250315,RC Lens,Rennes,1,0,Completed,6b728c81ead16eb588c95454ec1de9d0
Ligue 2 - France,20250315,USL Dunkerque,Metz,2,3,Completed,d0b2d8d4314e5176d4ed2a05b4c4a75f
Ligue 2 - France,20250315,Stade Lavallois,Paris FC,3,0,Completed,073a97ca4015ca4882dd5783b7f386b2
Ligue 2 - France,20250315,Lorient,SC Bastia,4,0,Completed,9c48e3930f5dc3011d22386ec305baac
Bundesliga - Germany,20250315,Augsburg,VfL Wolfsburg,1,0,Completed,578c519094797105bf00db0a34b0645a
Bundesliga - Germany,20250315,Union Berlin,Bayern Munich,1,1,Completed,28d567b3f1110e63ce761366e331c8c9
Bundesliga - Germany,20250315,Werder Bremen,Borussia Monchengladbach,2,4,Completed,16b273dcc45dd62072b9a81070201d8e
Bundesliga - Germany,20250315,FSV Mainz 05,SC Freiburg,2,2,Completed,aeb8ac75c72f268951cd9597bacd9714
Bundesliga - Germany,20250315,RB Leipzig,Borussia Dortmund,2,0,Completed,e04446e6bcf68a5a9beadb91f8669df6
Bundesliga 2 - Germany,20250315,SC Paderborn,1. FC Kaiserslautern,5,3,Completed,09517daec7858290a1adb15fca4b3ef6
Bundesliga 2 - Germany,20250315,Elversberg,SC Preußen Münster,0,1,Completed,c5bd57aa350147e18590438477213c1e
Bundesliga 2 - Germany,20250315,Fortuna Düsseldorf,Jahn Regensburg,1,0,Completed,395586dc45134fa36330007da2a32cd8
Bundesliga 2 - Germany,20250315,1. FC Köln,SV Darmstadt 98,2,1,Completed,0dd5487ec3f0f764ebd3f0a7338aaa56
3. Liga - Germany,20250315,VfL Osnabrück,Arminia Bielefeld,0,1,Completed,fc0bbc5ae82a371e9c3a0a271fe0d883
3. Liga - Germany,20250315,Borussia Dortmund II,FC Viktoria Köln 1904,1,1,Completed,6bd5b2fbbcb3bd38808eb982a4b82c72
3. Liga - Germany,20250315,Rot-Weiss Essen,Dynamo Dresden,1,1,Completed,5dd3548bcd3904bb196ca0b4b4fd2b90
3. Liga - Germany,20250315,SC Verl,FC Ingolstadt 04,1,4,Completed,bd0da5de19e25cddb4ec4ae80c0ec058
3. Liga - Germany,20250315,Hannover 96,Wehen Wiesbaden,3,2,Completed,3083ebb4f64cde55339c8efa25d469c9
3. Liga - Germany,20250315,TSV 1860 München,SpVgg Unterhaching,2,1,Completed,4540933448020c5231ef95a43314867b
Serie A - Italy,20250315,Udinese,Hellas Verona,0,1,Completed,06c6710090845c43a3b456d4d8e7563f
Serie A - Italy,20250315,Monza,Parma,1,1,Completed,7c21569a0f627fdfeb8f3f75f77d9303
Serie A - Italy,20250315,AC Milan,Como,2,1,Completed,a9d254600ed3bce8d8461ba0569f9a10
Serie A - Italy,20250315,Torino,Empoli,1,0,Completed,db28acbb2faa31a87f6e457d3b66e7cb
Serie B - Italy,20250315,Frosinone,Brescia,2,1,Completed,6cf14e7674c4f83bfdccb9e8004d8885
Serie B - Italy,20250315,Cesena FC,Spezia,0,0,Completed,a06c06372c6b5693cd59a0e4b2e03b1a
Serie B - Italy,20250315,Cittadella,Sassuolo,1,2,Completed,a8386478239350bce3099c171f3af10b
Serie B - Italy,20250315,Juve Stabia,Modena,2,1,Completed,354d18bb8be741c9f704a708d541ba81
Serie B - Italy,20250315,Bari,Salernitana,0,0,Completed,e8097ebfb3794dd94966517a785ce14a
Serie B - Italy,20250315,Pisa,Mantova,,,Unknown,db61d7190aa9d199e67921bdda5a7016
League of Ireland,20250315,Sligo Rovers,Derry City,0,1,Completed,c0907ba07d5bf11378294ec594de19a0
Liga MX,20250315,Tigres,Santos Laguna,3,0,Completed,1b9d6d943a411472ffe286d875d1e20c
Liga MX,20250315,Cruz Azul,Atlético San Luis,3,0,Completed,a48622125ed1fbeeedf93c9e54a446d3
Liga MX,20250315,FC Juárez,Guadalajara,1,1,Completed,e3456c5dc041371c42d60fb31b86a385
Liga MX,20250315,Atlas,América,,,Unknown,27d033261553e439cbdc6900a3ce0943
Dutch Eredivisie,20250315,FC Utrecht,NEC Nijmegen,0,1,Completed,35dcea1ec2cdbe20987b069ff83709de
Dutch Eredivisie,20250315,Sparta Rotterdam,FC Zwolle,1,1,Completed,1df1a318e1dd7062df128af42a0faa57
Dutch Eredivisie,20250315,RKC Waalwijk,PSV Eindhoven,0,3,Completed,72bbd90e1c1cf42d6eb408c43256bf3a
Dutch Eredivisie,20250315,Heerenveen,Heracles Almelo,1,1,Completed,7349bede20b1239120fdce3f198527ff
Primeira Liga - Portugal,20250315,SC Farense,Braga,0,1,Completed,630f61eacd2a8880acf7cb6d408eef77
Primeira Liga - Portugal,20250315,Gil Vicente,Santa Clara,0,1,Completed,0bb98755faac13f40c3ebfbd1b237bb4
Primeira Liga - Portugal,20250315,FC Porto,AVS Futebol SAD,2,0,Completed,d2304c7bdc7f32d124407181cc7e1798
Primeira Liga - Portugal,20250315,Sporting Lisbon,Famalicão,3,1,Completed,7208509e484257714f0a38d106db6f88
La Liga - Spain,20250315,Valladolid,Celta Vigo,0,1,Completed,d5b1b254da39fcb3336652c874131f9c
La Liga - Spain,20250315,Mallorca,Espanyol,2,1,Completed,dc9605085971d0582f87ccf9425a68a5
La Liga - Spain,20250315,Villarreal,Real Madrid,1,2,Completed,7f025f53a0a6a262f2066691a8a4b74f
La Liga - Spain,20250315,Girona,Valencia,1,1,Completed,19b9de54a584b5a78b94811915f03904
La Liga 2 - Spain,20250315,Racing de Ferrol,SD Eibar,0,0,Completed,d9247049b834369801a6572c88e909a4
La Liga 2 - Spain,20250315,FC Cartagena,Burgos CF,0,1,Completed,41bf3cc1bd1a26a479fb955ae1eacadc
La Liga 2 - Spain,20250315,Albacete,Málaga,2,0,Completed,7873764bea023fa0023a898632d861e3
La Liga 2 - Spain,20250315,Almería,Zaragoza,4,1,Completed,c756386e055453118cc77b6a0c4e275f
La Liga 2 - Spain,20250315,Córdoba,Sporting Gijón,1,1,Completed,e154652c70112eba39bf10d13c430569
Premiership - Scotland,20250315,St Johnstone,Aberdeen,0,0,Completed,bcc72f19a5082b5ab850e07881d3f2bc
Premiership - Scotland,20250315,Kilmarnock,Hibernian,1,1,Completed,37e88bf3b4e540a721b4c704f1bf5952
Premiership - Scotland,20250315,Motherwell,St Mirren,2,2,Completed,aa61b68554f62bf0f33ba192bab41433
Premiership - Scotland,20250315,Hearts,Ross County,2,0,Completed,49b483a916bfcd783cf3845f0b97b4b3
Swiss Superleague,20250315,FC St Gallen,FC Lausanne-Sport,0,2,Completed,18161223b5462a4f2438928ff87d8154
Swiss Superleague,20250315,Servette,Yverdon Sport FC,2,3,Completed,13fd7b3289472c13a5f03aa4a1891cdd
Swiss Superleague,20250315,FC Zurich,FC Luzern,3,2,Completed,11e509ca2e1bcf9ae99c3785d6422737
Turkey Super League,20250315,Gazişehir Gaziantep,Kayserispor,1,0,Completed,f93a1a1b6b3c8e2528727e31c6f0228a
Turkey Super League,20250315,Kasimpasa SK,Alanyaspor,2,1,Completed,114ae580bd0bb45a7c83b871dc751db1
Turkey Super League,20250315,Torku Konyaspor,Besiktas JK,1,0,Completed,50671dc2b6f33aa97f8002bfad5c6d6c
Turkey Super League,20250315,Basaksehir,Trabzonspor,0,3,Completed,35ede45bbf7184496b13c04581706dcc
